price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea,error_1,error_decile_1,abs_error_decile_1,relative_error_1,prediction,error,error_decile,abs_error_decile,relative_error
46000.0,2684,2,1,one,yes,no,no,no,yes,1,no,9200.761211184057,7,1,0.20001654806921865,43832.68387763219,-2167.3161223678107,4,0,-0.047115567877561104
48000.0,3100,3,1,two,no,no,yes,no,no,0,no,-4563.860025065835,6,0,-0.09508041718887156,47455.32962197025,-544.6703780297466,4,0,-0.011347299542286388
52500.0,3630,2,1,one,yes,no,yes,no,no,0,no,-6553.108942745188,6,0,-0.12482112271895596,50039.52672018944,-2460.4732798105615,4,1,-0.04686615771067736
32000.0,1950,3,1,one,no,no,no,yes,no,0,no,14059.605357160326,7,1,0.4393626674112602,31684.798617071283,-315.20138292871707,4,0,-0.009850043216522409
38000.0,2430,3,1,one,no,no,no,no,no,0,no,-5239.150419970174,6,0,-0.13787237947289932,37070.33634485542,-929.6636551445772,4,0,-0.024464833030120453
46000.0,4320,3,1,one,no,no,no,no,no,1,no,-3381.4529238243704,6,0,-0.07350984617009501,46911.2460613959,911.2460613958974,4,0,0.019809696986867336
50000.0,3036,3,1,two,yes,no,yes,no,no,0,no,246.78312380122952,6,0,0.004935662476024591,50207.10673237048,207.1067323704774,4,0,0.004142134647409548
57500.0,3630,3,2,two,yes,no,no,yes,no,2,no,26909.846114899963,9,3,0.46799732373739067,56252.263376303184,-1247.7366236968155,4,0,-0.02169976736864027
70000.0,5400,4,1,two,yes,no,no,no,no,0,no,-13459.3984317633,5,1,-0.19227712045376144,69524.5787361583,-475.4212638416939,4,0,-0.006791732340595626
69900.0,3420,4,2,two,yes,no,yes,no,yes,2,no,17697.76265471529,8,2,0.2531868763192459,69317.2351523825,-582.7648476174945,4,0,-0.008337122283512082
74500.0,3180,3,2,two,yes,no,no,no,no,2,no,-6636.531381827517,6,0,-0.0890809581453358,75835.36674963846,1335.3667496384587,4,0,0.017924385901187365
42000.0,3660,4,1,two,no,no,no,no,no,0,no,1430.2706966245169,6,0,0.03405406420534564,41720.082261264855,-279.91773873514467,4,0,-0.006664708065122492
60000.0,4410,2,1,one,no,no,no,no,no,1,no,-18958.39106893912,5,2,-0.31597318448231865,59268.13460751503,-731.8653924849714,4,0,-0.01219775654141619
50000.0,3990,3,1,two,yes,no,no,no,no,0,no,-274.4361246151093,6,0,-0.005488722492302186,49263.634925278915,-736.365074721085,4,0,-0.0147273014944217
58000.0,4340,3,1,one,yes,no,no,no,no,0,no,-11535.168266281122,5,1,-0.19888221148760554,59063.00787045894,1063.0078704589396,4,0,0.018327721904464477
63900.0,3510,3,1,two,yes,no,no,no,no,0,no,-15850.627979890967,5,2,-0.24805364600768337,64508.4215026331,608.4215026331003,4,0,0.009521463264993745
28000.0,3420,5,1,two,no,no,no,no,no,0,no,16483.39888696556,8,2,0.588692817391627,29039.21087826639,1039.210878266389,4,0,0.03711467422379961
54000.0,3420,2,1,two,yes,no,no,yes,no,1,no,10076.501627669291,7,1,0.18660188199387576,51547.287857959105,-2452.712142040895,4,1,-0.04542059522297953
44700.0,5495,3,1,one,yes,no,yes,no,no,0,no,9650.818946253537,7,1,0.2159019898490724,45388.44681950559,688.4468195055888,4,0,0.015401494843525477
47000.0,3480,4,1,two,no,no,no,no,no,1,no,-940.6091831068261,6,0,-0.020012961342698428,45399.14406188904,-1600.855938110959,4,0,-0.0340607646406587
50000.0,7424,3,1,one,no,no,no,no,no,0,no,200.22900762909558,6,0,0.004004580152581911,50167.962949663844,167.96294966384448,4,0,0.0033592589932768895
57250.0,3460,4,1,two,yes,no,no,no,yes,0,no,5668.316249978874,7,0,0.0990098908293253,54570.79647361691,-2679.2035263830912,4,1,-0.04679831487132037
67000.0,3630,3,1,two,yes,no,no,no,no,2,no,-12016.19588407781,5,1,-0.17934620722504194,66344.6195520005,-655.3804479995015,4,0,-0.009781797731335843
52500.0,3630,2,1,one,yes,no,no,no,yes,0,no,2746.5639266264625,6,0,0.05231550336431357,49724.84900652401,-2775.150993475989,4,1,-0.05286001892335217
42000.0,3480,3,1,two,no,no,no,no,no,1,no,2168.166698914203,6,0,0.05162301664081436,41643.50591481039,-356.4940851896099,4,0,-0.008487954409276426
57500.0,3460,3,2,one,yes,no,yes,no,yes,1,no,20605.57375587421,8,2,0.3583578044499863,55747.56152625291,-1752.43847374709,4,0,-0.03047719084777548
33000.0,3180,2,1,one,yes,no,no,no,no,0,no,7522.810632156572,7,0,0.22796395855019916,34467.01995445364,1467.0199544536372,5,0,0.0444551501349587
34400.0,3635,2,1,one,no,no,no,no,no,0,no,677.5654320663016,6,0,0.019696669536811092,37874.4821530317,3474.4821530316985,5,1,0.10100238816952611
40000.0,3960,3,1,one,yes,no,no,no,no,0,no,5137.8465149588155,7,0,0.1284461628739704,40675.042812203064,675.0428122030644,4,0,0.01687607030507661
40500.0,4350,3,1,two,no,no,no,yes,no,1,no,21681.212069008056,8,2,0.5353385696051371,40760.60140298503,260.60140298502665,4,0,0.0064346025428401645
46500.0,3930,2,1,one,no,no,no,no,no,0,no,-10392.274990212085,5,1,-0.22348978473574377,46381.767782745475,-118.23221725452458,4,0,-0.002542628328054292
52000.0,3570,3,1,two,yes,no,yes,no,no,0,no,111.54656279562914,6,0,0.002145126207608253,52406.99013966744,406.9901396674395,4,0,0.007826733455143068
53000.0,3600,3,1,one,yes,no,no,no,no,1,no,-5861.605310500978,6,0,-0.11059632661322599,51131.91000270127,-1868.0899972987318,4,0,-0.035246981081108145
53900.0,2520,5,2,one,no,no,yes,no,yes,1,no,17671.344212346405,8,2,0.3278542525481708,53886.98252656929,-13.017473430707469,4,0,-2.4151156643242058E-4
50000.0,3480,3,1,one,no,no,no,no,yes,0,no,-420.1573064054537,6,0,-0.008403146128109074,48229.948796636905,-1770.0512033630948,4,0,-0.035401024067261894
55500.0,3180,4,2,two,yes,no,no,no,no,0,no,7739.308604157261,7,0,0.1394470018767074,56768.96818635521,1268.9681863552105,4,0,0.022864291646039828
56000.0,3290,2,1,one,yes,no,no,yes,no,1,no,3139.5776307274064,7,0,0.0560638862629894,52102.8282324038,-3897.171767596199,3,1,-0.06959235299278926
60000.0,4000,4,2,two,no,no,no,no,no,0,no,-931.3323726503295,6,0,-0.015522206210838824,64947.94570769133,4947.945707691331,5,2,0.08246576179485553
60000.0,2325,3,1,two,no,no,no,no,no,0,no,-23122.86201884043,4,2,-0.3853810336473405,64014.06802688089,4014.0680268808865,5,1,0.06690113378134811
69500.0,4350,2,1,one,yes,no,yes,no,no,0,no,-21038.821159831394,4,2,-0.3027168512205956,71754.40236460364,2254.4023646036367,5,1,0.03243744409501635
72000.0,3540,2,1,one,no,yes,yes,no,no,0,no,-28708.024587302833,4,3,-0.39872256371253934,70517.64881708502,-1482.3511829149793,4,0,-0.02058821087381916
92500.0,3960,3,1,one,yes,no,yes,no,no,2,no,-36994.11879226986,3,4,-0.39993641937589036,91628.38947249753,-871.6105275024747,4,0,-0.009422816513540268
40500.0,2640,2,1,one,no,no,no,no,no,1,no,-5639.3485352688585,6,0,-0.1392431737103422,40514.52125422213,14.521254222127027,4,0,3.5854948696609944E-4
42000.0,2700,2,1,one,no,no,no,no,no,0,no,-10187.51661935648,5,1,-0.24255991950848763,42741.5696877225,741.5696877224982,4,0,0.017656421136249958
47900.0,2700,3,1,one,no,no,no,no,no,0,no,-14196.29250137751,5,1,-0.29637353865088745,48691.11792729448,791.1179272944792,4,0,0.016516031885062194
52000.0,3180,3,1,two,no,no,yes,no,no,0,no,-8284.494715853187,6,1,-0.15931720607409974,54962.79556829302,2962.7955682930187,5,1,0.05697683785178882
62000.0,3500,4,1,two,yes,no,no,no,no,2,no,-5578.9403935693845,6,0,-0.08998290957369975,58775.250166241196,-3224.749833758804,3,1,-0.05201209409288394
41000.0,3630,2,1,one,yes,no,no,no,no,0,no,1094.2404964776943,6,0,0.026688792597016932,42200.955157815835,1200.9551578158353,4,0,0.029291589215020373
138300.0,6000,4,3,two,yes,yes,yes,yes,no,2,no,-20725.48182980421,4,2,-0.14985887078672602,137561.28592332962,-738.7140766703815,4,0,-0.005341388840711362
42000.0,3150,3,1,two,no,no,no,no,no,0,no,-2241.907267585055,6,0,-0.05337874446631083,42350.316461876806,350.316461876806,4,0,0.008340868139923952
47000.0,3792,4,1,two,yes,no,no,no,no,0,no,3925.358853062571,7,0,0.08351827346941641,46348.14108678135,-651.8589132186535,4,0,-0.013869338579120287
64500.0,3510,3,1,three,yes,no,no,no,no,0,no,-10510.559693354298,5,1,-0.16295441385045423,64644.29860016284,144.29860016283783,4,0,0.0022371875994238424
46000.0,3120,3,1,two,no,no,no,no,no,0,no,-6346.669258539798,6,0,-0.1379710708378217,45897.60210188335,-102.39789811665105,4,0,-0.0022260412634054574
58000.0,3000,4,1,three,yes,no,yes,no,yes,2,no,19620.068701314158,8,2,0.338277046574382,57890.68037871406,-109.31962128594023,4,0,-0.001884821056654142
70100.0,4200,3,1,two,yes,no,no,no,no,1,no,-16383.410121934823,5,2,-0.23371483768808593,68919.75169738768,-1180.2483026123227,4,0,-0.01683663769775068
78500.0,2817,4,2,two,no,yes,yes,no,no,1,no,-11758.598531314303,5,1,-0.14979106409317583,79137.29098057759,637.2909805775853,4,0,0.008118356440478794
87250.0,3240,4,1,three,yes,no,no,no,no,1,no,-29054.5014279709,4,3,-0.33300288169594155,82460.48187597876,-4789.5181240212405,3,2,-0.054894190533194734
70800.0,2800,3,2,two,no,no,yes,no,yes,1,no,2449.6299281040556,6,0,0.03459929276983129,70708.99531885334,-91.00468114666,4,0,-0.001285376852353955
56000.0,3816,2,1,one,yes,no,yes,no,yes,2,no,10264.122963317175,7,1,0.18328791005923528,54019.30635155979,-1980.6936484402104,4,0,-0.03536952943643233
48000.0,3185,2,1,one,yes,no,yes,no,no,2,no,2908.305656753684,6,0,0.06058970118236842,46601.52947101165,-1398.4705289883495,4,0,-0.029134802687257284
68000.0,6321,3,1,two,yes,no,yes,no,yes,1,no,10128.236629491294,7,1,0.14894465631604845,66418.49822952544,-1581.501770474555,4,0,-0.023257378977566988
79000.0,3650,3,2,two,yes,no,no,no,no,2,no,-9495.260190203233,5,1,-0.12019316696459789,79983.67272934048,983.6727293404838,4,0,0.01245155353595549
80000.0,4700,4,1,two,yes,yes,yes,no,yes,1,no,-947.6731059071753,6,0,-0.011845913823839692,77923.9354191946,-2076.064580805396,4,0,-0.02595080726006745
87000.0,6615,4,2,two,yes,yes,no,yes,no,1,no,11160.701991422364,7,1,0.12828393093588925,85607.38777134701,-1392.6122286529862,4,0,-0.016007037110953866
25000.0,3850,3,1,two,yes,no,no,no,no,0,no,24236.674584262764,8,3,0.9694669833705105,27953.876896974074,2953.876896974074,5,1,0.11815507587896296
32500.0,3970,1,1,one,no,no,no,no,no,0,no,1856.1835464152682,6,0,0.05711333988970056,35853.49401375425,3353.494013754251,5,1,0.10318443119243849
36000.0,3000,2,1,two,yes,no,no,no,no,0,no,8377.194055899454,7,1,0.23269983488609594,36111.42205736345,111.42205736345204,4,0,0.003095057148984779
42500.0,4352,4,1,two,no,no,no,no,no,1,no,6604.47268731099,7,0,0.1553993573484939,43297.49198814248,797.4919881424794,4,0,0.01876451736805834
43000.0,3630,4,1,two,yes,no,no,no,no,3,no,17132.72029989827,8,2,0.3984353558115876,41986.19208321233,-1013.8079167876713,4,0,-0.023576928297387705
50000.0,3600,6,1,two,yes,no,no,no,no,1,no,7295.022412907267,7,0,0.14590044825814533,47339.36567903025,-2660.6343209697516,4,1,-0.053212686419395035
26000.0,3000,2,1,one,yes,no,yes,no,no,2,no,24262.273379199447,8,3,0.9331643607384402,28433.92993917895,2433.92993917895,5,1,0.09361268996842115
30000.0,3000,4,1,two,yes,no,no,no,no,0,no,18159.642291857395,8,2,0.6053214097285798,30772.16982601399,772.1698260139892,4,0,0.025738994200466308
34000.0,2787,4,2,two,yes,no,no,no,no,0,no,27866.926522650152,9,3,0.8196154859602985,38411.16411268989,4411.16411268989,5,1,0.12974012096146736
52000.0,3000,2,1,two,yes,no,no,no,yes,0,no,5529.517486048237,7,0,0.10633687473169685,48833.944273171284,-3166.0557268287157,3,1,-0.060885687054398376
70000.0,4770,3,1,one,yes,yes,yes,no,no,0,no,-13487.423443942287,5,1,-0.1926774777706041,69138.05187251233,-861.9481274876744,4,0,-0.012313544678395348
27000.0,3649,2,1,one,yes,no,no,no,no,0,no,15160.589757415699,8,1,0.5615033243487296,30504.109635943703,3504.1096359437033,5,1,0.1297818383682853
32500.0,3970,3,1,two,yes,no,yes,no,no,0,no,21008.373108858847,8,2,0.6464114802725799,31846.770389651552,-653.2296103484477,4,0,-0.020099372626106084
37200.0,2910,2,1,one,no,no,no,no,no,0,no,-4654.182682673287,6,0,-0.12511243770627115,37083.89203619293,-116.10796380707325,4,0,-0.003121181822770786
38000.0,3480,2,1,one,yes,no,no,no,no,1,no,6828.122607701087,7,0,0.17968743704476545,40126.56668595084,2126.566685950842,5,0,0.05596228120923268
42000.0,6615,3,1,two,yes,no,no,no,no,0,no,16892.238083924756,8,2,0.4021961448553513,43527.73515040532,1527.7351504053222,5,0,0.036374646438221955
44500.0,3500,2,1,one,yes,no,no,no,no,0,no,-2859.728130992851,6,0,-0.06426355350545733,44328.005129251476,-171.99487074852368,4,0,-0.0038650532752477233
45000.0,3450,3,1,two,yes,no,yes,no,no,0,no,6692.498598976665,7,0,0.14872219108837031,45773.048798560296,773.0487985602958,4,0,0.017178862190228798
48500.0,3450,3,1,one,yes,no,yes,no,no,2,no,5224.927361499533,7,0,0.10773046106184604,48782.2309331018,282.23093310179684,4,0,0.005819194496944265
52000.0,3520,2,2,one,yes,no,yes,no,no,0,no,8013.858123658843,7,1,0.15411265622420853,52724.70133254155,724.7013325415464,4,0,0.013936564087337431
53900.0,6930,4,1,two,no,no,no,no,no,1,no,4207.019776688423,7,0,0.07805231496639004,54470.26525983993,570.2652598399291,4,0,0.010580060479404992
60000.0,4600,3,2,two,yes,no,no,no,yes,1,no,22716.834220848585,8,2,0.37861390368080977,58364.959422633634,-1635.040577366366,4,0,-0.027250676289439436
61000.0,4360,4,1,two,yes,no,no,no,no,0,no,-8091.147451527664,6,1,-0.1326417615004535,62661.12115684339,1661.1211568433864,5,0,0.027231494374481746
64500.0,3450,3,1,two,yes,no,yes,no,no,1,no,-9549.809335026235,5,1,-0.1480590594577711,63308.407603146276,-1191.5923968537245,4,0,-0.018474300726414334
71000.0,4410,4,3,two,yes,no,yes,no,no,2,no,21353.67929264439,8,2,0.3007560463752731,68981.84234525554,-2018.1576547444565,4,0,-0.028424755700626147
75500.0,4600,2,2,one,yes,no,no,no,yes,2,no,4100.346799395382,7,0,0.05430922913106466,72952.36220052317,-2547.6377994768263,4,1,-0.033743547012938094
33500.0,3640,2,1,one,yes,no,no,no,no,0,no,8629.161160129275,7,1,0.2575869003023664,35489.66793617363,1989.6679361736315,5,0,0.05939307272160094
41000.0,6000,2,1,one,yes,no,no,no,no,0,no,9370.437781902256,7,1,0.22854726297322575,45763.5917825459,4763.591782545896,5,2,0.1161851654279487
41000.0,5400,4,1,two,yes,no,no,no,no,0,no,15540.6015682367,8,1,0.3790390626399195,40259.1159299418,-740.8840700582005,4,0,-0.01807034317215123
46200.0,3640,4,1,two,yes,no,yes,no,no,0,no,8047.2153263356595,7,1,0.17418214992068526,47137.15234112578,937.1523411257804,4,0,0.020284682708350224
48500.0,3640,2,1,one,yes,no,no,no,no,0,no,-6370.838839870725,6,0,-0.13135750185300463,46365.22812193888,-2134.7718780611176,4,0,-0.044015915011569436
48900.0,4040,2,1,one,yes,no,no,no,no,0,no,-5374.012293807507,6,0,-0.10989800191835393,47018.47220399618,-1881.527796003822,4,0,-0.038477051043022945
50000.0,3640,2,1,one,yes,no,no,no,no,1,no,-4613.146773873625,6,0,-0.0922629354774725,48786.794328403026,-1213.2056715969738,4,0,-0.024264113431939478
51000.0,3640,2,1,one,yes,no,no,no,no,0,no,-8870.838839870725,5,1,-0.17393801646805343,51311.859602667224,311.85960266722395,4,0,0.006114894169945568
52500.0,5640,2,1,one,no,no,no,no,no,0,no,-10420.841505791825,5,1,-0.19849221915793952,52722.787273393,222.78727339299803,4,0,0.004243567112247581
52500.0,3600,2,1,one,yes,no,no,no,no,0,no,-10510.521494477049,5,1,-0.20020040941861045,51400.10556610371,-1099.8944338962901,4,0,-0.020950370169453145
54000.0,3600,2,1,one,yes,no,no,no,no,0,no,-12010.521494477049,5,1,-0.22241706471253794,54685.47067348499,685.4706734849897,4,0,0.012693901360833142
59000.0,4632,4,1,two,yes,no,no,no,yes,0,no,8011.018029944098,7,1,0.135779966609222,58923.619430573046,-76.38056942695403,4,0,-0.0012945859224907461
60000.0,3640,3,2,two,yes,no,yes,no,no,0,no,6807.085574928118,7,0,0.11345142624880197,59162.49349646037,-837.5065035396328,4,0,-0.013958441725660548
63000.0,4900,2,1,two,yes,no,yes,no,no,0,no,-8135.229289523144,6,1,-0.1291306236432245,63044.88088860661,44.880888606610824,4,0,7.123950572477908E-4
64000.0,4510,4,1,two,yes,no,no,no,yes,2,no,9100.370065389012,7,1,0.1421932822717033,64387.8849327931,387.88493279310205,4,0,0.0060607020748922194
64900.0,4100,2,2,one,yes,yes,yes,no,no,0,no,1832.7623399942677,6,0,0.028239789522253738,67878.47780493589,2978.4778049358865,5,1,0.04589334059993662
65000.0,3640,3,1,two,yes,no,no,no,yes,0,no,-3344.3359222716535,6,0,-0.05145132188110236,64346.41373358703,-653.5862664129672,4,0,-0.010055173329430265
66000.0,5680,3,1,two,yes,yes,no,no,yes,1,no,10730.677253191621,7,1,0.16258601898775185,67037.39653165056,1037.3965316505637,4,0,0.015718129267432785
70000.0,6300,3,1,one,yes,no,no,no,yes,2,no,2976.9893715716025,7,0,0.04252841959388003,72513.26074655379,2513.2607465537876,5,1,0.03590372495076839
65500.0,4000,3,1,two,yes,no,no,no,no,1,no,-12481.823394966428,5,1,-0.19056218923612867,65111.78724056134,-388.21275943866203,4,0,-0.0059269123578421685
57000.0,3960,3,1,two,yes,no,no,no,no,0,no,-7379.198115569852,6,0,-0.12945961606262898,58739.068661767735,1739.0686617677347,5,0,0.03050997652224096
52000.0,5960,3,1,two,yes,yes,yes,no,no,0,no,13151.090900067116,7,1,0.25290559423205994,51233.51866613246,-766.4813338675376,4,0,-0.0147400256512988
54000.0,5830,2,1,one,yes,no,no,no,no,2,no,2292.1706318195793,6,0,0.042447604292955174,54555.40583707768,555.4058370776766,4,0,0.010285293279216233
74500.0,4500,4,2,one,no,no,yes,no,yes,2,no,5352.103563377459,7,0,0.07184031628694576,73044.15384385982,-1455.8461561401782,4,0,-0.019541559142821185
90000.0,4100,3,2,three,yes,no,no,no,yes,2,no,168.5613908033265,6,0,0.0018729043422591833,86933.47779559156,-3066.5222044084367,3,1,-0.03407246893787152
45000.0,6750,2,1,one,yes,no,no,no,no,0,no,7989.487555770786,7,1,0.17754416790601746,47932.68853885781,2932.6885388578085,5,1,0.06517085641906241
45000.0,9000,3,1,two,yes,no,no,no,no,2,no,28736.20049682088,9,3,0.6385822332626861,48188.127974737654,3188.127974737654,5,1,0.07084728832750342
65000.0,2550,3,1,two,yes,no,yes,no,no,0,no,-16450.361129665573,5,2,-0.2530824789179319,65154.738998877954,154.73899887795415,4,0,0.002380599982737756
55000.0,7152,3,1,two,yes,no,no,no,yes,0,no,18919.801152163403,8,2,0.34399638458478915,59022.52730318926,4022.5273031892575,5,1,0.0731368600579865
62000.0,6450,4,1,two,yes,no,no,no,no,0,no,-1792.7287483473483,6,0,-0.028914979812054004,66133.14256271458,4133.14256271458,5,1,0.0666635897212029
30000.0,3360,2,1,one,yes,no,no,no,no,1,no,14409.074643882122,7,1,0.48030248812940407,31328.673911262922,1328.673911262922,4,0,0.04428913037543074
34000.0,3264,2,1,one,yes,no,no,no,no,0,no,6816.144206829849,7,0,0.20047482961264262,34467.01995445364,467.0199544536372,4,0,0.01373588101334227
38000.0,4000,3,1,one,yes,no,no,no,no,0,no,7277.5291695651395,7,0,0.1915139255148721,39586.4839820145,1586.483982014499,5,0,0.04174957847406576
39000.0,4000,3,1,two,yes,no,no,no,no,1,no,14018.176605033572,7,1,0.3594404257700916,38043.90415079269,-956.0958492073114,4,0,-0.024515278184802855
45000.0,3069,2,1,one,yes,no,no,no,no,1,no,-1607.1166683788688,6,0,-0.03571370374175264,45332.917518784554,332.917518784554,4,0,0.0073981670841012
47000.0,4040,2,1,one,yes,no,no,no,no,0,no,-3474.0122938075074,6,0,-0.07391515518739378,47018.47220399618,18.472203996177996,4,0,3.9302561693995737E-4
47500.0,4040,2,1,one,yes,no,no,no,no,1,no,-716.3202278104072,6,0,-0.015080425848640153,48607.52866820742,1107.528668207422,4,0,0.023316393014893095
49000.0,3185,2,1,one,yes,no,no,no,no,2,no,-1944.344904023441,6,0,-0.03968050824537635,48040.578197596646,-959.4218024033544,4,0,-0.019580036783741928
50000.0,5900,2,1,one,yes,no,no,no,no,1,no,3278.9232113835533,7,0,0.06557846422767107,49037.148524683726,-962.8514753162744,4,0,-0.01925702950632549
50000.0,3120,3,1,two,yes,no,no,no,no,1,no,-54.8417963055108,6,0,-0.0010968359261102159,49278.16257302762,-721.837426972379,4,0,-0.014436748539447581
52900.0,5450,2,1,one,yes,no,no,no,no,0,no,-4450.198718934669,6,0,-0.08412473948836803,53753.82665644595,853.8266564459482,4,0,0.016140390481019815
53000.0,4040,2,1,one,yes,no,no,no,no,0,no,-9474.012293807507,5,1,-0.1787549489397643,52439.61245236132,-560.387547638682,4,0,-0.01057334995544683
55000.0,4080,2,1,one,yes,no,no,no,no,0,no,-11334.329639201183,5,1,-0.2060787207127488,56598.595884949216,1598.5958849492163,5,0,0.029065379726349386
56000.0,8080,3,1,one,yes,no,no,no,yes,2,no,23192.86750155293,8,2,0.4141583482420166,59876.95970021055,3876.959700210551,5,1,0.06923142321804555
58500.0,4040,2,1,two,yes,no,no,no,no,1,no,-7233.364858339075,6,0,-0.12364726253571068,59867.56926308212,1367.5692630821213,5,0,0.02337725236037814
59500.0,4080,3,1,two,yes,no,no,no,no,2,no,-2944.7660197566947,6,0,-0.04949186587826378,58443.99936600203,-1056.0006339979736,4,0,-0.017747909815091993
60000.0,5800,3,1,one,yes,no,no,yes,no,2,no,13053.580391250172,7,1,0.21755967318750288,57690.455163868064,-2309.544836131936,4,1,-0.038492413935532266
64000.0,5885,2,1,one,yes,no,no,no,yes,1,no,2378.8656460549537,6,0,0.03716977571960865,63417.33229846615,-582.66770153385,4,0,-0.009104182836466407
67000.0,9667,4,2,two,yes,yes,yes,no,no,1,no,30696.191466255463,9,3,0.4581521114366487,67074.15968174207,74.159681742065,4,0,0.0011068609215233584
68100.0,3420,4,2,two,yes,no,no,no,no,0,no,-4022.5954682048105,6,0,-0.05906894960653172,68569.18736007514,469.18736007514235,4,0,0.006889682233115159
70000.0,5800,2,1,one,yes,yes,yes,no,yes,0,no,1370.5042243403004,6,0,0.019578631776290007,70267.90668534789,267.9066853478871,4,0,0.003827238362112673
72000.0,7600,4,1,two,yes,no,no,no,yes,2,no,11890.855133727368,7,1,0.16515076574621343,70546.8172236922,-1453.1827763078036,4,0,-0.02018309411538616
57500.0,5400,3,1,one,yes,no,no,no,no,3,no,2439.498278777697,6,0,0.04242605702222082,55752.421133928896,-1747.5788660711041,4,0,-0.030392675931671376
69900.0,4995,4,2,one,yes,no,yes,no,no,0,no,-952.8957517750969,6,0,-0.013632271126968482,69976.94219067617,76.94219067617087,4,0,0.0011007466477277663
70000.0,3000,3,1,two,yes,no,yes,no,yes,0,no,-6726.607835195675,6,0,-0.0960943976456525,71089.15824485973,1089.1582448597328,4,0,0.015559403497996184
75000.0,5500,3,2,one,yes,no,yes,no,no,0,no,-6180.626355349261,6,0,-0.08240835140465681,76733.47335949462,1733.4733594946156,5,0,0.023112978126594873
76900.0,6450,3,2,one,yes,yes,yes,yes,no,0,no,14905.290048501003,8,1,0.19382691870612487,77375.27451963228,475.2745196322794,4,0,0.006180422882084258
78000.0,6210,4,1,four,yes,yes,no,no,yes,0,no,14842.436064604262,8,1,0.1902876418539008,80583.8542265102,2583.8542265102005,5,1,0.03312633623731026
80000.0,5000,3,1,four,yes,no,no,no,no,0,no,-11120.017509908474,5,1,-0.1390002188738559,80101.14054878244,101.14054878243769,4,0,0.001264256859780471
82000.0,5000,3,1,three,yes,no,no,no,yes,0,no,-9655.057379120044,5,1,-0.11774460218439078,81190.63151153366,-809.368488466338,4,0,-0.009870347420321196
83000.0,5828,4,1,four,yes,yes,no,no,no,0,no,-4643.856717034883,6,0,-0.05595008092813113,80831.89115977017,-2168.1088402298337,4,0,-0.02612179325578113
83000.0,5200,3,1,three,yes,no,no,no,yes,0,no,-9956.644106088439,5,1,-0.11995956754323421,80245.03598892878,-2754.9640110712207,4,1,-0.03319233748278579
83900.0,5500,3,1,three,yes,yes,no,no,yes,1,no,-1857.8264060001675,6,0,-0.0221433421454132,83097.14686181603,-802.8531381839712,4,0,-0.009569167320428739
88500.0,6350,3,2,three,yes,yes,no,no,yes,0,no,7703.832304958487,7,0,0.08704895259840098,89516.88026073015,1016.8802607301477,4,0,0.011490172437628787
93000.0,8250,3,2,three,yes,no,no,no,yes,0,no,5145.252674215008,7,0,0.055325297572204384,93436.50648373074,436.50648373074364,4,0,0.004693618104631652
98000.0,6000,3,1,one,yes,no,no,no,yes,1,no,-29328.322603972905,4,3,-0.2992685979997235,105505.55456543456,7505.554565434562,6,3,0.07658729148402614
98500.0,7700,3,2,one,yes,no,no,no,no,2,no,-19335.346780784486,5,2,-0.1962979368607562,101265.2788813954,2765.2788813953957,5,1,0.0280738972730497
99000.0,8880,3,2,two,yes,no,yes,no,yes,1,no,2515.5288245021366,6,0,0.025409382065678148,96779.23168928576,-2220.7683107142366,4,1,-0.022432003138527643
101000.0,8880,2,1,one,yes,no,no,no,yes,1,no,-24162.395590296714,4,3,-0.23923163950788826,114108.88615343721,13108.886153437212,7,5,0.12979095201422983
110000.0,6480,3,2,four,yes,no,no,no,yes,2,no,-1832.9573607601778,6,0,-0.016663248734183435,111985.08042477611,1985.0804247761116,5,0,0.018046185679782833
115442.0,7000,3,2,four,yes,no,no,no,yes,2,no,-5459.082850877996,6,0,-0.04728853321042598,113897.1513623186,-1544.8486376813962,4,0,-0.013382032862228619
120000.0,8875,3,1,one,yes,no,no,no,no,1,no,-54440.9552342923,2,7,-0.4536746269524358,118435.11663546257,-1564.8833645374252,4,0,-0.013040694704478543
124000.0,7155,3,2,one,yes,yes,yes,no,yes,2,no,-25040.04323432596,4,3,-0.20193583253488678,127272.34651489786,3272.3465148978576,5,1,0.026389891249176272
175000.0,8960,4,4,four,yes,no,no,no,yes,3,no,-24121.527858049318,4,3,-0.1378373020459961,174489.54779892927,-510.45220107072964,4,0,-0.0029168697204041694
50000.0,7350,2,1,one,yes,no,no,no,no,1,no,8342.419440862715,7,1,0.1668483888172543,50270.63173038228,270.6317303822798,4,0,0.005412634607645596
55000.0,3850,2,1,one,yes,no,no,no,no,0,no,-12137.504903187539,5,1,-0.22068190733068252,54685.47067348499,-314.5293265150103,4,0,-0.005718715027545642
60000.0,7000,3,1,one,yes,no,no,no,no,3,no,5526.804463030567,7,0,0.09211340771717612,59667.44617596586,-332.55382403414114,4,0,-0.0055425637339023524
61000.0,7770,2,1,one,yes,no,no,no,no,1,no,-1190.9126857709052,6,0,-0.019523158783129595,62154.7456438493,1154.7456438493027,4,0,0.018930256456545946
106000.0,7440,3,2,one,yes,yes,yes,no,yes,0,yes,-3865.4625112105277,6,0,-0.036466627464250265,109658.18047048459,3658.1804704845854,5,1,0.03451113651400552
