price,lotsize,bedrooms,bathrms,stories,driveway,recroom,fullbase,gashw,airco,garagepl,prefarea,prediction,error,error_decile,abs_error_decile,relative_error
25000.0,3850,3,1,two,yes,no,no,no,no,0,no,49236.674584262764,24236.674584262764,8,3,0.9694669833705105
32500.0,3970,1,1,one,no,no,no,no,no,0,no,34356.18354641527,1856.1835464152682,6,0,0.05711333988970056
36000.0,3000,2,1,two,yes,no,no,no,no,0,no,44377.194055899454,8377.194055899454,7,1,0.23269983488609594
42500.0,4352,4,1,two,no,no,no,no,no,1,no,49104.47268731099,6604.47268731099,7,0,0.1553993573484939
43000.0,3630,4,1,two,yes,no,no,no,no,3,no,60132.72029989827,17132.72029989827,8,2,0.3984353558115876
50000.0,3600,6,1,two,yes,no,no,no,no,1,no,57295.02241290727,7295.022412907267,7,0,0.14590044825814533
26000.0,3000,2,1,one,yes,no,yes,no,no,2,no,50262.27337919945,24262.273379199447,8,3,0.9331643607384402
30000.0,3000,4,1,two,yes,no,no,no,no,0,no,48159.642291857395,18159.642291857395,8,2,0.6053214097285798
34000.0,2787,4,2,two,yes,no,no,no,no,0,no,61866.92652265015,27866.926522650152,9,3,0.8196154859602985
52000.0,3000,2,1,two,yes,no,no,no,yes,0,no,57529.51748604824,5529.517486048237,7,0,0.10633687473169685
70000.0,4770,3,1,one,yes,yes,yes,no,no,0,no,56512.57655605771,-13487.423443942287,5,1,-0.1926774777706041
27000.0,3649,2,1,one,yes,no,no,no,no,0,no,42160.5897574157,15160.589757415699,8,1,0.5615033243487296
32500.0,3970,3,1,two,yes,no,yes,no,no,0,no,53508.37310885885,21008.373108858847,8,2,0.6464114802725799
37200.0,2910,2,1,one,no,no,no,no,no,0,no,32545.817317326713,-4654.182682673287,6,0,-0.12511243770627115
38000.0,3480,2,1,one,yes,no,no,no,no,1,no,44828.12260770109,6828.122607701087,7,0,0.17968743704476545
42000.0,6615,3,1,two,yes,no,no,no,no,0,no,58892.238083924756,16892.238083924756,8,2,0.4021961448553513
44500.0,3500,2,1,one,yes,no,no,no,no,0,no,41640.27186900715,-2859.728130992851,6,0,-0.06426355350545733
45000.0,3450,3,1,two,yes,no,yes,no,no,0,no,51692.498598976665,6692.498598976665,7,0,0.14872219108837031
48500.0,3450,3,1,one,yes,no,yes,no,no,2,no,53724.92736149953,5224.927361499533,7,0,0.10773046106184604
52000.0,3520,2,2,one,yes,no,yes,no,no,0,no,60013.85812365884,8013.858123658843,7,1,0.15411265622420853
53900.0,6930,4,1,two,no,no,no,no,no,1,no,58107.01977668842,4207.019776688423,7,0,0.07805231496639004
60000.0,4600,3,2,two,yes,no,no,no,yes,1,no,82716.83422084858,22716.834220848585,8,2,0.37861390368080977
61000.0,4360,4,1,two,yes,no,no,no,no,0,no,52908.852548472336,-8091.147451527664,6,1,-0.1326417615004535
64500.0,3450,3,1,two,yes,no,yes,no,no,1,no,54950.190664973765,-9549.809335026235,5,1,-0.1480590594577711
71000.0,4410,4,3,two,yes,no,yes,no,no,2,no,92353.67929264439,21353.67929264439,8,2,0.3007560463752731
75500.0,4600,2,2,one,yes,no,no,no,yes,2,no,79600.34679939538,4100.346799395382,7,0,0.05430922913106466
33500.0,3640,2,1,one,yes,no,no,no,no,0,no,42129.161160129275,8629.161160129275,7,1,0.2575869003023664
41000.0,6000,2,1,one,yes,no,no,no,no,0,no,50370.437781902256,9370.437781902256,7,1,0.22854726297322575
41000.0,5400,4,1,two,yes,no,no,no,no,0,no,56540.6015682367,15540.6015682367,8,1,0.3790390626399195
46200.0,3640,4,1,two,yes,no,yes,no,no,0,no,54247.21532633566,8047.2153263356595,7,1,0.17418214992068526
48500.0,3640,2,1,one,yes,no,no,no,no,0,no,42129.161160129275,-6370.838839870725,6,0,-0.13135750185300463
48900.0,4040,2,1,one,yes,no,no,no,no,0,no,43525.98770619249,-5374.012293807507,6,0,-0.10989800191835393
50000.0,3640,2,1,one,yes,no,no,no,no,1,no,45386.853226126375,-4613.146773873625,6,0,-0.0922629354774725
51000.0,3640,2,1,one,yes,no,no,no,no,0,no,42129.161160129275,-8870.838839870725,5,1,-0.17393801646805343
52500.0,5640,2,1,one,no,no,no,no,no,0,no,42079.158494208175,-10420.841505791825,5,1,-0.19849221915793952
52500.0,3600,2,1,one,yes,no,no,no,no,0,no,41989.47850552295,-10510.521494477049,5,1,-0.20020040941861045
54000.0,3600,2,1,one,yes,no,no,no,no,0,no,41989.47850552295,-12010.521494477049,5,1,-0.22241706471253794
59000.0,4632,4,1,two,yes,no,no,no,yes,0,no,67011.0180299441,8011.018029944098,7,1,0.135779966609222
60000.0,3640,3,2,two,yes,no,yes,no,no,0,no,66807.08557492812,6807.085574928118,7,0,0.11345142624880197
63000.0,4900,2,1,two,yes,no,yes,no,no,0,no,54864.770710476856,-8135.229289523144,6,1,-0.1291306236432245
64000.0,4510,4,1,two,yes,no,no,no,yes,2,no,73100.37006538901,9100.370065389012,7,1,0.1421932822717033
64900.0,4100,2,2,one,yes,yes,yes,no,no,0,no,66732.76233999427,1832.7623399942677,6,0,0.028239789522253738
65000.0,3640,3,1,two,yes,no,no,no,yes,0,no,61655.66407772835,-3344.3359222716535,6,0,-0.05145132188110236
66000.0,5680,3,1,two,yes,yes,no,no,yes,1,no,76730.67725319162,10730.677253191621,7,1,0.16258601898775185
70000.0,6300,3,1,one,yes,no,no,no,yes,2,no,72976.9893715716,2976.9893715716025,7,0,0.04252841959388003
65500.0,4000,3,1,two,yes,no,no,no,no,1,no,53018.17660503357,-12481.823394966428,5,1,-0.19056218923612867
57000.0,3960,3,1,two,yes,no,no,no,no,0,no,49620.80188443015,-7379.198115569852,6,0,-0.12945961606262898
52000.0,5960,3,1,two,yes,yes,yes,no,no,0,no,65151.090900067116,13151.090900067116,7,1,0.25290559423205994
54000.0,5830,2,1,one,yes,no,no,no,no,2,no,56292.17063181958,2292.1706318195793,6,0,0.042447604292955174
74500.0,4500,4,2,one,no,no,yes,no,yes,2,no,79852.10356337746,5352.103563377459,7,0,0.07184031628694576
90000.0,4100,3,2,three,yes,no,no,no,yes,2,no,90168.56139080333,168.5613908033265,6,0,0.0018729043422591833
45000.0,6750,2,1,one,yes,no,no,no,no,0,no,52989.487555770786,7989.487555770786,7,1,0.17754416790601746
45000.0,9000,3,1,two,yes,no,no,no,no,2,no,73736.20049682088,28736.20049682088,9,3,0.6385822332626861
65000.0,2550,3,1,two,yes,no,yes,no,no,0,no,48549.63887033443,-16450.361129665573,5,2,-0.2530824789179319
55000.0,7152,3,1,two,yes,no,no,no,yes,0,no,73919.8011521634,18919.801152163403,8,2,0.34399638458478915
62000.0,6450,4,1,two,yes,no,no,no,no,0,no,60207.27125165265,-1792.7287483473483,6,0,-0.028914979812054004
30000.0,3360,2,1,one,yes,no,no,no,no,1,no,44409.07464388212,14409.074643882122,7,1,0.48030248812940407
34000.0,3264,2,1,one,yes,no,no,no,no,0,no,40816.14420682985,6816.144206829849,7,0,0.20047482961264262
38000.0,4000,3,1,one,yes,no,no,no,no,0,no,45277.52916956514,7277.5291695651395,7,0,0.1915139255148721
39000.0,4000,3,1,two,yes,no,no,no,no,1,no,53018.17660503357,14018.176605033572,7,1,0.3594404257700916
45000.0,3069,2,1,one,yes,no,no,no,no,1,no,43392.88333162113,-1607.1166683788688,6,0,-0.03571370374175264
47000.0,4040,2,1,one,yes,no,no,no,no,0,no,43525.98770619249,-3474.0122938075074,6,0,-0.07391515518739378
47500.0,4040,2,1,one,yes,no,no,no,no,1,no,46783.67977218959,-716.3202278104072,6,0,-0.015080425848640153
49000.0,3185,2,1,one,yes,no,no,no,no,2,no,47055.65509597656,-1944.344904023441,6,0,-0.03968050824537635
50000.0,5900,2,1,one,yes,no,no,no,no,1,no,53278.92321138355,3278.9232113835533,7,0,0.06557846422767107
50000.0,3120,3,1,two,yes,no,no,no,no,1,no,49945.15820369449,-54.8417963055108,6,0,-0.0010968359261102159
52900.0,5450,2,1,one,yes,no,no,no,no,0,no,48449.80128106533,-4450.198718934669,6,0,-0.08412473948836803
53000.0,4040,2,1,one,yes,no,no,no,no,0,no,43525.98770619249,-9474.012293807507,5,1,-0.1787549489397643
55000.0,4080,2,1,one,yes,no,no,no,no,0,no,43665.67036079882,-11334.329639201183,5,1,-0.2060787207127488
56000.0,8080,3,1,one,yes,no,no,no,yes,2,no,79192.86750155293,23192.86750155293,8,2,0.4141583482420166
58500.0,4040,2,1,two,yes,no,no,no,no,1,no,51266.635141660925,-7233.364858339075,6,0,-0.12364726253571068
59500.0,4080,3,1,two,yes,no,no,no,no,2,no,56555.233980243305,-2944.7660197566947,6,0,-0.04949186587826378
60000.0,5800,3,1,one,yes,no,no,yes,no,2,no,73053.58039125017,13053.580391250172,7,1,0.21755967318750288
64000.0,5885,2,1,one,yes,no,no,no,yes,1,no,66378.86564605495,2378.8656460549537,6,0,0.03716977571960865
67000.0,9667,4,2,two,yes,yes,yes,no,no,1,no,97696.19146625546,30696.191466255463,9,3,0.4581521114366487
68100.0,3420,4,2,two,yes,no,no,no,no,0,no,64077.40453179519,-4022.5954682048105,6,0,-0.05906894960653172
70000.0,5800,2,1,one,yes,yes,yes,no,yes,0,no,71370.5042243403,1370.5042243403004,6,0,0.019578631776290007
72000.0,7600,4,1,two,yes,no,no,no,yes,2,no,83890.85513372737,11890.855133727368,7,1,0.16515076574621343
57500.0,5400,3,1,one,yes,no,no,no,no,3,no,59939.4982787777,2439.498278777697,6,0,0.04242605702222082
69900.0,4995,4,2,one,yes,no,yes,no,no,0,no,68947.1042482249,-952.8957517750969,6,0,-0.013632271126968482
70000.0,3000,3,1,two,yes,no,yes,no,yes,0,no,63273.392164804325,-6726.607835195675,6,0,-0.0960943976456525
75000.0,5500,3,2,one,yes,no,yes,no,no,0,no,68819.37364465074,-6180.626355349261,6,0,-0.08240835140465681
76900.0,6450,3,2,one,yes,yes,yes,yes,no,0,no,91805.290048501,14905.290048501003,8,1,0.19382691870612487
78000.0,6210,4,1,four,yes,yes,no,no,yes,0,no,92842.43606460426,14842.436064604262,8,1,0.1902876418539008
80000.0,5000,3,1,four,yes,no,no,no,no,0,no,68879.98249009153,-11120.017509908474,5,1,-0.1390002188738559
82000.0,5000,3,1,three,yes,no,no,no,yes,0,no,72344.94262087996,-9655.057379120044,5,1,-0.11774460218439078
83000.0,5828,4,1,four,yes,yes,no,no,no,0,no,78356.14328296512,-4643.856717034883,6,0,-0.05595008092813113
83000.0,5200,3,1,three,yes,no,no,no,yes,0,no,73043.35589391156,-9956.644106088439,5,1,-0.11995956754323421
83900.0,5500,3,1,three,yes,yes,no,no,yes,1,no,82042.17359399983,-1857.8264060001675,6,0,-0.0221433421454132
88500.0,6350,3,2,three,yes,yes,no,no,yes,0,no,96203.83230495849,7703.832304958487,7,0,0.08704895259840098
93000.0,8250,3,2,three,yes,no,no,no,yes,0,no,98145.25267421501,5145.252674215008,7,0,0.055325297572204384
98000.0,6000,3,1,one,yes,no,no,no,yes,1,no,68671.6773960271,-29328.322603972905,4,3,-0.2992685979997235
98500.0,7700,3,2,one,yes,no,no,no,no,2,no,79164.65321921551,-19335.346780784486,5,2,-0.1962979368607562
99000.0,8880,3,2,two,yes,no,yes,no,yes,1,no,101515.52882450214,2515.5288245021366,6,0,0.025409382065678148
101000.0,8880,2,1,one,yes,no,no,no,yes,1,no,76837.60440970329,-24162.395590296714,4,3,-0.23923163950788826
110000.0,6480,3,2,four,yes,no,no,no,yes,2,no,108167.04263923982,-1832.9573607601778,6,0,-0.016663248734183435
115442.0,7000,3,2,four,yes,no,no,no,yes,2,no,109982.917149122,-5459.082850877996,6,0,-0.04728853321042598
120000.0,8875,3,1,one,yes,no,no,no,no,1,no,65559.0447657077,-54440.9552342923,2,7,-0.4536746269524358
124000.0,7155,3,2,one,yes,yes,yes,no,yes,2,no,98959.95676567404,-25040.04323432596,4,3,-0.20193583253488678
175000.0,8960,4,4,four,yes,no,no,no,yes,3,no,150878.47214195068,-24121.527858049318,4,3,-0.1378373020459961
50000.0,7350,2,1,one,yes,no,no,no,no,1,no,58342.419440862715,8342.419440862715,7,1,0.1668483888172543
55000.0,3850,2,1,one,yes,no,no,no,no,0,no,42862.49509681246,-12137.504903187539,5,1,-0.22068190733068252
60000.0,7000,3,1,one,yes,no,no,no,no,3,no,65526.80446303057,5526.804463030567,7,0,0.09211340771717612
61000.0,7770,2,1,one,yes,no,no,no,no,1,no,59809.087314229095,-1190.9126857709052,6,0,-0.019523158783129595
106000.0,7440,3,2,one,yes,yes,yes,no,yes,0,yes,102134.53748878947,-3865.4625112105277,6,0,-0.036466627464250265
155000.0,7500,3,3,one,yes,no,yes,no,yes,2,yes,118617.03424472081,-36382.96575527919,3,4,-0.23472881132438186
141000.0,8100,4,1,two,yes,yes,yes,no,yes,2,yes,102877.77054266687,-38122.22945733313,3,4,-0.2703704216832137
62500.0,3900,3,1,two,yes,no,no,no,no,0,no,49411.27790252067,-13088.72209747933,5,1,-0.2094195535596693
70000.0,2970,3,1,three,yes,no,no,no,no,0,no,52103.72446946036,-17896.275530539642,5,2,-0.2556610790077092
73000.0,3000,3,1,two,yes,no,yes,no,no,0,no,50121.06873465555,-22878.93126534445,4,2,-0.3134100173334856
80000.0,10500,2,1,one,yes,no,no,no,no,1,no,69342.42849111056,-10657.571508889436,5,1,-0.13321964386111795
80000.0,5500,3,2,two,yes,no,no,no,no,1,no,72707.37051934205,-7292.6294806579535,6,0,-0.09115786850822442
88000.0,4500,3,1,four,yes,no,no,no,yes,0,no,80286.27273766129,-7713.727262338711,6,0,-0.08765599161748534
49000.0,3850,3,1,one,yes,no,no,no,no,0,no,44753.71921479143,-4246.280785208568,6,0,-0.08665879153486873
52000.0,4130,3,2,two,yes,no,no,no,no,2,no,71180.93166507263,19180.931665072625,8,2,0.36886407048216585
59500.0,4046,3,1,two,yes,no,yes,no,no,1,no,57031.46221860796,-2468.5377813920422,6,0,-0.041488029939362056
60000.0,4079,3,1,three,yes,no,no,no,no,0,no,55976.426068420624,-4023.573931579376,6,0,-0.06705956552632293
64000.0,4000,3,1,two,yes,no,no,no,no,2,no,56275.868671030665,-7724.131328969335,6,0,-0.12068955201514586
64500.0,9860,3,1,one,yes,no,no,no,no,0,no,65741.03806939127,1241.038069391274,6,0,0.019240900300639904
68500.0,7000,3,1,two,yes,no,yes,no,no,0,no,64089.334195287716,-4410.665804712284,6,0,-0.06438928182061728
78500.0,7980,3,1,one,yes,no,no,no,no,2,no,65691.33743488835,-12808.662565111648,5,1,-0.16316767598868342
86000.0,6800,2,1,one,yes,yes,yes,no,no,2,no,68225.63129134377,-17774.368708656228,5,2,-0.2066787059146073
86900.0,4300,6,2,two,yes,no,no,no,no,0,no,70932.87116909222,-15967.128830907779,5,2,-0.1837414134741977
75000.0,10269,3,1,one,yes,no,no,no,no,1,yes,79121.7112197776,4121.7112197776005,7,0,0.054956149597034674
78000.0,6100,3,1,three,yes,yes,no,no,yes,0,yes,89574.44728813715,11574.447288137148,7,1,0.14839034984791216
95000.0,6420,3,2,three,yes,no,no,no,yes,0,yes,100449.49716701539,5449.49716701539,7,0,0.05736312807384621
97000.0,12090,4,2,two,yes,no,no,no,no,2,yes,109563.72999074921,12563.729990749212,7,1,0.12952298959535272
107000.0,6600,3,1,four,yes,no,no,no,yes,3,yes,106087.41424352406,-912.5857564759353,6,0,-0.00852883884556949
130000.0,6600,4,2,two,yes,yes,yes,no,yes,1,yes,108833.07329550412,-21166.926704495883,4,2,-0.1628225131115068
145000.0,8580,4,3,four,yes,no,no,no,yes,2,yes,140537.4264316617,-4462.573568338295,6,0,-0.03077636943681583
175000.0,9960,3,2,two,yes,no,yes,no,no,2,yes,104087.05507576074,-70912.94492423926,0,9,-0.40521682813851007
72000.0,10700,3,1,two,yes,yes,yes,no,no,0,no,81703.48547091625,9703.485470916246,7,1,0.13477063154050342
84900.0,15600,3,1,one,yes,no,no,no,yes,2,no,105453.20656754142,20553.20656754142,8,2,0.24208723872251378
99000.0,13200,2,1,one,yes,no,yes,yes,no,1,no,97598.60587022075,-1401.394129779248,6,0,-0.014155496260396444
114000.0,9000,4,2,four,yes,no,no,no,yes,2,no,118858.27399741707,4858.273997417069,7,0,0.04261643857383394
120000.0,7950,5,2,two,yes,no,yes,yes,no,2,no,107130.67160911778,-12869.32839088222,5,1,-0.10724440325735184
145000.0,16200,5,3,two,yes,no,no,no,no,0,no,125048.33116306539,-19951.66883693461,5,2,-0.1375977161167904
79000.0,6100,3,2,one,yes,no,yes,no,no,2,yes,86124.72353677936,7124.723536779362,7,0,0.09018637388328306
82000.0,6360,3,1,one,yes,yes,yes,no,yes,2,yes,90427.39557984157,8427.39557984157,7,1,0.10277311682733622
85000.0,6420,3,1,one,yes,no,yes,no,yes,0,yes,79428.02970521309,-5571.970294786908,6,0,-0.06555259170337539
100500.0,6360,4,2,three,yes,no,no,no,yes,2,yes,108646.58143507908,8146.581435079075,7,1,0.08106051179183159
122000.0,6540,4,2,two,yes,yes,yes,no,yes,2,yes,111881.24137959174,-10118.758620408262,5,1,-0.08294064442957591
126500.0,6420,3,2,two,yes,no,no,no,yes,1,yes,97767.12094647581,-28732.879053524186,4,3,-0.2271373838223256
133000.0,6550,4,2,two,yes,no,no,no,yes,1,yes,100112.31369192533,-32887.68630807467,3,4,-0.24727583690281707
140000.0,5750,3,2,four,yes,yes,no,no,yes,1,yes,115748.37379226071,-24251.62620773929,4,3,-0.17322590148385206
190000.0,7420,4,2,three,yes,no,no,no,yes,2,yes,112348.1717821466,-77651.8282178534,0,9,-0.4086938327255442
84000.0,7160,3,1,one,yes,no,yes,no,no,2,yes,75375.21951727547,-8624.780482724527,5,1,-0.10267595812767294
97000.0,4000,3,2,two,yes,no,yes,no,yes,0,yes,89911.27883757337,-7088.721162426635,6,0,-0.07307959961264572
103500.0,9000,4,2,four,yes,yes,no,no,yes,1,yes,128988.81359700332,25488.813597003318,8,3,0.24626873040582917
112500.0,6550,3,1,two,yes,no,yes,no,yes,0,yes,84364.95370215498,-28135.046297845023,4,3,-0.2500893004252891
140000.0,13200,3,1,two,yes,no,yes,no,yes,2,yes,114102.57916245016,-25897.420837549842,4,3,-0.1849815774110703
74700.0,7085,3,1,one,yes,yes,yes,no,no,2,yes,79806.82026443238,5106.820264432376,7,0,0.06836439443684572
78000.0,6600,4,2,two,yes,yes,yes,no,no,0,yes,92423.05779935824,14423.057799358241,8,1,0.18491099742766975
78900.0,6900,3,1,one,yes,yes,yes,no,no,0,yes,72645.40385488393,-6254.596145116069,6,0,-0.07927244797358769
83900.0,11460,3,1,three,yes,no,no,no,no,2,yes,96961.47798268593,13061.47798268593,7,1,0.15567911779125065
85000.0,7020,3,1,one,yes,no,yes,no,yes,2,yes,88038.6536563021,3038.6536563021073,7,0,0.035748866544730674
85000.0,6540,3,1,one,yes,yes,yes,no,no,2,yes,77903.64409542124,-7096.355904578755,6,0,-0.08348654005386771
86000.0,8000,3,1,one,yes,yes,yes,no,yes,2,yes,96154.38441870076,10154.384418700763,7,1,0.11807423742675306
86900.0,9620,3,1,one,yes,no,yes,no,no,2,yes,83965.70277556425,-2934.2972244357516,6,0,-0.033766366219053524
94500.0,10500,3,2,one,yes,no,yes,no,yes,1,yes,111384.44690762642,16884.44690762642,8,2,0.17867139584789865
96000.0,5020,3,1,four,yes,no,no,no,yes,0,yes,90796.87318858306,-5203.126811416936,6,0,-0.054199237618926414
106000.0,7440,3,2,four,yes,no,no,no,no,1,yes,103804.13679468527,-2195.8632053147303,6,0,-0.020715690616176702
72000.0,6600,3,1,one,yes,yes,yes,no,no,0,yes,71597.78394533652,-402.2160546634841,6,0,-0.00558633409254839
74500.0,7200,3,1,two,yes,yes,yes,no,no,1,yes,81433.67119989978,6933.671199899778,7,0,0.09306941207919166
77000.0,6710,3,2,two,yes,yes,yes,no,no,1,yes,94173.65304754376,17173.65304754376,8,2,0.223034455162906
80750.0,6660,4,2,two,yes,yes,yes,no,no,1,yes,95890.27384726482,15140.27384726482,8,1,0.18749565135931665
82900.0,7000,3,1,one,yes,no,yes,no,no,2,yes,74816.48889885018,-8083.511101149823,6,1,-0.09750918095476264
85000.0,7231,3,1,two,yes,yes,yes,no,yes,0,yes,91436.55662137136,6436.556621371361,7,0,0.07572419554554542
92500.0,7410,3,1,one,yes,yes,yes,no,yes,2,yes,94094.06526325751,1594.0652632575075,6,0,0.017233137981162244
76000.0,7800,3,1,one,yes,no,yes,no,yes,2,yes,90762.46542112538,14762.46542112538,8,1,0.1942429660674392
77500.0,6825,3,1,one,yes,yes,yes,no,yes,0,yes,85535.82230764585,8035.822307645853,7,1,0.10368802977607551
80000.0,6360,3,1,three,yes,no,no,no,no,0,yes,72636.5553883857,-7363.4446116142935,6,0,-0.09204305764517867
80000.0,6600,4,2,one,yes,no,yes,no,no,0,yes,83246.59670534315,3246.5967053431523,7,0,0.0405824588167894
86000.0,6900,3,2,one,yes,yes,yes,no,no,0,yes,87096.49822145535,1096.4982214553456,6,0,0.012749979319248206
87000.0,6600,3,1,one,yes,yes,yes,no,no,2,yes,78113.16807733072,-8886.831922669284,5,1,-0.10214749336401475
87500.0,6420,3,1,three,yes,no,yes,no,no,0,yes,76698.72993107232,-10801.270068927683,5,1,-0.12344308650203066
89000.0,6600,3,2,one,yes,no,yes,no,yes,0,yes,94507.69601751295,5507.69601751295,7,0,0.06188422491587584
89900.0,6600,3,2,three,yes,no,no,no,yes,0,yes,101078.06911274383,11178.069112743833,7,1,0.12433892227746199
90000.0,9000,3,1,one,yes,no,yes,no,no,1,yes,78542.92956316916,-11457.070436830836,5,1,-0.12730078263145372
95000.0,6500,3,2,three,yes,no,no,no,yes,0,yes,100728.86247622802,5728.862476228023,7,0,0.06030381553924235
112000.0,6360,3,2,four,yes,no,no,no,yes,0,yes,109927.33648446624,-2072.663515533757,6,0,-0.018505924245837118
31900.0,5300,3,1,one,no,no,no,no,yes,0,yes,64630.129419221776,32730.129419221776,9,4,1.0260228658063253
52000.0,2850,3,2,two,no,no,yes,no,no,0,yes,65708.94369125567,13708.94369125567,7,1,0.2636335325241475
90000.0,6400,3,1,one,yes,yes,yes,no,yes,1,yes,87309.38616845079,-2690.6138315492135,6,0,-0.029895709239435707
100000.0,11175,3,1,one,yes,no,yes,no,yes,1,yes,99290.49733753668,-709.5026624633174,6,0,-0.007095026624633174
91700.0,6750,2,1,one,yes,yes,yes,no,no,2,yes,76745.75391412545,-14954.246085874547,5,1,-0.163077928962645
174500.0,7500,4,2,two,yes,no,yes,no,yes,3,yes,113797.8114315968,-60702.1885684032,1,7,-0.34786354480460285
94700.0,6000,3,1,two,yes,no,no,yes,no,1,yes,83671.9829087956,-11028.017091204398,5,1,-0.11645213401482997
68000.0,10240,2,1,one,yes,no,no,no,yes,2,yes,93539.23267335493,25539.232673354927,8,3,0.37557695107874894
80000.0,5136,3,1,two,yes,yes,yes,no,yes,0,yes,84120.67758636526,4120.677586365258,7,0,0.05150846982956573
61100.0,3400,3,1,two,yes,no,yes,no,no,2,yes,66728.00535375255,5628.005353752553,7,0,0.09211138058514816
62900.0,2880,3,1,two,yes,no,no,no,no,0,yes,54544.096151099046,-8355.903848900954,6,1,-0.13284425832910898
65500.0,3840,3,1,two,yes,no,no,no,no,1,yes,61154.17192764787,-4345.828072352131,6,0,-0.06634852018858216
66000.0,2870,2,1,two,yes,yes,yes,no,no,0,yes,61164.10765478939,-4835.89234521061,6,0,-0.0732710961395547
49500.0,5320,2,1,one,yes,no,no,no,no,1,yes,59948.25066063148,10448.250660631478,7,1,0.21107577092184804
50000.0,3512,2,1,one,yes,no,no,no,no,1,yes,53634.59467242574,3634.5946724257374,7,0,0.07269189344851475
53500.0,3480,2,1,one,yes,no,no,no,no,0,yes,50265.15648274357,-3234.8435172564277,6,0,-0.06046436480853136
58550.0,3600,3,1,one,yes,no,yes,no,yes,0,yes,69580.4025554674,11030.4025554674,7,1,0.18839287028979335
64500.0,3520,2,1,two,yes,no,no,no,no,0,yes,54887.79450682123,-9612.205493178772,5,1,-0.14902644175470964
65000.0,5320,3,1,two,yes,yes,yes,no,no,0,yes,71610.89436740556,6610.894367405563,7,0,0.10170606719085482
69000.0,6040,3,1,one,yes,no,no,no,no,2,yes,67611.45462752134,-1388.545372478664,6,0,-0.02012384597795165
73000.0,11410,2,1,two,yes,no,no,no,no,0,yes,82440.1981279182,9440.198127918193,7,1,0.12931778257422183
75000.0,8400,3,1,two,yes,yes,yes,no,yes,2,yes,102034.16633423531,27034.166334235313,9,3,0.3604555511231375
75000.0,5300,4,2,one,yes,no,no,no,yes,0,yes,88006.58330000934,13006.58330000934,7,1,0.17342111066679122
132000.0,7800,3,2,two,yes,no,no,no,no,0,yes,86176.15703424804,-45823.84296575196,2,5,-0.3471503254981209
60000.0,3520,3,1,two,yes,no,no,no,no,0,yes,56779.0186248002,-3220.981375199801,6,0,-0.05368302291999668
65000.0,5360,3,1,two,yes,no,no,no,no,2,yes,69719.8048686852,4719.804868685198,7,0,0.0726123825951569
69000.0,6862,3,1,two,yes,no,no,no,yes,2,yes,88117.21197930136,19117.211979301355,8,2,0.2770610431782805
51900.0,3520,3,1,one,yes,no,no,no,no,2,yes,58811.44738732307,6911.447387323067,7,0,0.13316854310834425
57000.0,4050,2,1,two,yes,yes,yes,no,no,0,yes,65284.74596567587,8284.745965675873,7,1,0.1453464204504539
65000.0,3520,3,1,one,yes,no,no,no,no,0,yes,52296.063255328874,-12703.936744671126,5,1,-0.1954451806872481
79500.0,4400,4,1,two,yes,no,no,no,yes,2,yes,81410.96870626122,1910.968706261221,6,0,0.024037342217122278
72500.0,5720,2,1,two,yes,no,no,no,yes,0,yes,75722.6639403177,3222.663940317696,7,0,0.04445053710783029
104900.0,11440,4,1,two,yes,no,yes,no,no,1,yes,93437.75098160509,-11462.249018394912,5,1,-0.1092683414527637
114900.0,7482,3,2,three,yes,no,no,yes,no,1,yes,109238.3879150679,-5661.612084932101,6,0,-0.04927425661385641
120000.0,5500,4,2,two,yes,no,yes,no,yes,1,yes,100298.2945692865,-19701.705430713497,5,2,-0.16418087858927913
58000.0,4320,3,1,two,yes,no,no,no,no,2,yes,66088.05584892083,8088.055848920834,7,1,0.13944923877449714
67000.0,5400,2,1,two,yes,no,no,no,no,0,yes,61452.87927331834,-5547.120726681656,6,0,-0.0827928466668904
67000.0,4320,3,1,one,yes,no,no,no,no,0,yes,55089.71634745531,-11910.283652544691,5,1,-0.17776542764992076
69000.0,4815,2,1,one,yes,no,no,no,yes,0,yes,68079.38851037834,-920.6114896216604,6,0,-0.013342195501763195
73000.0,6100,3,1,one,yes,no,yes,no,yes,0,yes,78310.56846836251,5310.568468362515,7,0,0.07274751326523993
73500.0,7980,3,1,one,yes,no,no,no,no,1,yes,71128.37130993084,-2371.628690069163,6,0,-0.03226705700774372
74900.0,6050,3,1,one,yes,no,yes,no,no,0,yes,64983.64171995584,-9916.358280044158,5,1,-0.13239463658269904
75000.0,3800,3,1,two,yes,yes,yes,no,no,1,yes,69560.64555836243,-5439.354441637566,6,0,-0.07252472588850088
79500.0,5400,5,1,two,yes,yes,yes,no,yes,0,yes,88825.03134272492,9325.03134272492,7,1,0.11729599173238893
120900.0,6000,3,2,four,yes,yes,yes,no,yes,0,yes,117216.34887833023,-3683.651121669769,6,0,-0.030468578343008843
44555.0,2398,3,1,one,yes,no,no,no,no,0,yes,48377.96479362155,3822.964793621548,7,0,0.08580327221684543
47000.0,2145,3,1,two,yes,no,yes,no,no,0,yes,55830.07793348501,8830.077933485009,7,1,0.18787399858478743
47600.0,2145,3,1,two,yes,no,yes,no,no,0,yes,55830.07793348501,8230.077933485009,7,1,0.17290079692195395
49000.0,2145,3,1,three,yes,no,no,no,no,0,yes,57917.49565924456,8917.49565924456,7,1,0.18198970733152162
